timestamp,x,y,yaw,v_current,cte,yaw_err,look_ahead_dist,target_x,target_y,target_local_x,target_local_y,kp,ki,kd,k_cte,mode_idx,in_slow_zone,steer_cmd,accel_cmd
1770020347.1757846,-3.9456,2.5937,0.0534,0.264,0.1317,-0.4295,0.113,-3.835,2.55,0.1081,-0.0495,6.0,0.045,1.0,3.0,2,0,-2.0,0.264
1770020347.2004776,-3.9456,2.5937,0.0534,0.284,0.1317,-0.4295,0.119,-3.835,2.55,0.1081,-0.0495,6.0,0.045,1.0,3.0,2,0,-2.0,0.284
1770020347.2156353,-3.9456,2.5936,0.0526,0.296,0.1316,-0.3998,0.128,-3.825,2.55,0.1181,-0.0499,6.0,0.045,1.0,3.0,2,0,-2.0,0.296
1770020347.2417848,-3.9457,2.5937,0.0519,0.317,0.1318,-0.3748,0.133,-3.815,2.55,0.1282,-0.0504,6.0,0.045,1.0,3.0,2,0,-2.0,0.317
1770020347.2555504,-3.9457,2.5937,0.0519,0.328,0.1318,-0.3532,0.143,-3.805,2.55,0.1382,-0.051,6.0,0.045,1.0,3.0,2,0,-2.0,0.328
1770020347.2755122,-3.9457,2.5937,0.0519,0.344,0.1318,-0.3343,0.147,-3.795,2.55,0.1482,-0.0515,6.0,0.045,1.0,3.0,2,0,-2.0,0.344
1770020347.2955165,-3.9405,2.5942,0.054,0.36,0.1327,-0.331,0.155,-3.785,2.55,0.1529,-0.0525,6.0,0.045,1.0,3.0,2,0,-2.0,0.36
1770020347.3154297,-3.9322,2.5948,0.0516,0.376,0.1346,-0.3294,0.162,-3.775,2.55,0.1547,-0.0529,6.0,0.045,1.0,3.0,2,0,-2.0,0.376
1770020347.3355105,-3.9322,2.5948,0.0516,0.392,0.1346,-0.3136,0.169,-3.765,2.55,0.1646,-0.0534,6.0,0.045,1.0,3.0,2,0,-2.0,0.392
1770020347.3555388,-3.9322,2.5948,0.0516,0.408,0.1346,-0.2994,0.176,-3.755,2.55,0.1746,-0.0539,6.0,0.045,1.0,3.0,2,0,-2.0,0.408
1770020347.3802214,-3.9266,2.5952,0.0485,0.427,0.1361,-0.2927,0.183,-3.745,2.55,0.1792,-0.054,6.0,0.045,1.0,3.0,2,0,-2.0,0.427
1770020347.3956816,-3.9116,2.5955,0.0304,0.44,0.1365,-0.2577,0.192,-3.715,2.55,0.1951,-0.0514,6.0,0.045,1.0,3.0,2,0,-1.954,0.44
1770020347.4154105,-3.8979,2.5952,0.0017,0.456,0.1358,-0.2319,0.198,-3.705,2.55,0.1928,-0.0455,6.0,0.045,1.0,3.0,2,0,-1.7085,0.456
1770020347.435944,-3.8979,2.5952,0.0017,0.472,0.1358,-0.221,0.205,-3.695,2.55,0.2028,-0.0456,6.0,0.045,1.0,3.0,2,0,-1.5556,0.472
1770020347.4557962,-3.8979,2.5952,0.0017,0.488,0.1358,-0.211,0.212,-3.685,2.55,0.2128,-0.0456,6.0,0.045,1.0,3.0,2,0,-1.4174,0.488
1770020347.476262,-3.8842,2.5946,-0.0259,0.504,0.1342,-0.1746,0.22,-3.665,2.55,0.2203,-0.0389,6.0,0.045,1.0,3.0,2,0,-1.1055,0.504
1770020347.4965785,-3.8842,2.5946,-0.0259,0.521,0.1342,-0.1661,0.227,-3.655,2.55,0.2303,-0.0386,6.0,0.045,1.0,3.0,2,0,-0.9732,0.521
1770020347.5163786,-3.8807,2.5947,-0.0368,0.536,0.134,-0.1504,0.234,-3.645,2.55,0.2372,-0.036,6.0,0.045,1.0,3.0,2,0,-0.805,0.536
1770020347.5362456,-3.8794,2.5944,-0.0391,0.552,0.1331,-0.1404,0.241,-3.635,2.55,0.246,-0.0348,6.0,0.045,1.0,3.0,2,0,-0.6815,0.552
1770020347.5562704,-3.8793,2.5946,-0.0394,0.568,0.1337,-0.134,0.249,-3.625,2.55,0.2559,-0.0345,6.0,0.045,1.0,3.0,2,0,-0.5888,0.568
1770020347.5757616,-3.8793,2.5946,-0.0394,0.584,0.1337,-0.134,0.256,-3.625,2.55,0.2559,-0.0345,6.0,0.045,1.0,3.0,2,0,-0.5507,0.584
1770020347.5958827,-3.8798,2.5945,-0.0385,0.6,0.1336,-0.1282,0.263,-3.615,2.55,0.2663,-0.0343,6.0,0.045,1.0,3.0,2,0,-0.4835,0.6
