timestamp,x,y,yaw,v_current,cte,yaw_err,look_ahead_dist,target_x,target_y,target_local_x,target_local_y,kp,ki,kd,k_cte,mode_idx,in_slow_zone,steer_cmd,accel_cmd
1770020347.1802619,-4.0992,-0.0406,-0.0151,0.266,0.0,-0.438,0.113,-3.96,-0.1083,0.1402,-0.0657,6.0,0.045,1.0,4.0,3,1,-2.0,0.266
1770020347.2008214,-4.0992,-0.0405,-0.0145,0.282,0.2712,-0.5851,0.12,-4.0,-0.1083,0.1001,-0.0663,6.0,0.045,1.0,4.0,3,1,-2.0,0.282
1770020347.2202158,-4.0992,-0.0405,-0.0152,0.298,0.2712,-0.5403,0.127,-3.99,-0.1083,0.1102,-0.0661,6.0,0.045,1.0,4.0,3,1,-2.0,0.298
1770020347.2420127,-4.0993,-0.0405,-0.015,0.315,0.2715,-0.5023,0.134,-3.98,-0.1083,0.1203,-0.0661,6.0,0.045,1.0,4.0,3,1,-2.0,0.315
1770020347.2602053,-4.0993,-0.0405,-0.015,0.33,0.2715,-0.4684,0.142,-3.97,-0.1083,0.1303,-0.0659,6.0,0.045,1.0,4.0,3,1,-2.0,0.33
1770020347.28186,-4.0992,-0.0405,-0.0151,0.347,0.2715,-0.4385,0.148,-3.96,-0.1083,0.1402,-0.0658,6.0,0.045,1.0,4.0,3,1,-2.0,0.347
1770020347.3002222,-4.0992,-0.0405,-0.0151,0.362,0.2715,-0.4117,0.156,-3.95,-0.1083,0.1502,-0.0656,6.0,0.045,1.0,4.0,3,1,-2.0,0.362
1770020347.32035,-4.0993,-0.0406,-0.0156,0.378,0.271,-0.4103,0.163,-3.95,-0.1083,0.1503,-0.0654,6.0,0.045,1.0,4.0,3,1,-2.0,0.378
1770020347.3403769,-4.0993,-0.0406,-0.0156,0.394,0.271,-0.3865,0.17,-3.94,-0.1083,0.1603,-0.0652,6.0,0.045,1.0,4.0,3,1,-2.0,0.394
1770020347.3606694,-4.0993,-0.0406,-0.0156,0.41,0.271,-0.365,0.177,-3.93,-0.1083,0.1703,-0.0651,6.0,0.045,1.0,4.0,3,1,-2.0,0.41
1770020347.381398,-4.0992,-0.0404,-0.0155,0.427,0.2717,-0.3467,0.184,-3.92,-0.1083,0.1803,-0.0651,6.0,0.045,1.0,4.0,3,1,-2.0,0.427
1770020347.4001389,-4.0993,-0.0404,-0.0152,0.442,0.2717,-0.3294,0.192,-3.91,-0.1083,0.1903,-0.065,6.0,0.045,1.0,4.0,3,1,-2.0,0.442
1770020347.4204621,-4.0993,-0.0405,-0.0154,0.458,0.2714,-0.3288,0.199,-3.91,-0.1083,0.1903,-0.0649,6.0,0.045,1.0,4.0,3,1,-2.0,0.458
1770020347.4403899,-4.0993,-0.0405,-0.0154,0.474,0.2714,-0.3127,0.206,-3.9,-0.1083,0.2003,-0.0648,6.0,0.045,1.0,4.0,3,1,-2.0,0.474
1770020347.4602392,-4.0993,-0.0405,-0.015,0.49,0.2715,-0.2986,0.213,-3.89,-0.1083,0.2103,-0.0647,6.0,0.045,1.0,4.0,3,1,-1.9568,0.49
1770020347.4807012,-4.0993,-0.0405,-0.0154,0.506,0.2715,-0.2847,0.22,-3.88,-0.1083,0.2203,-0.0645,6.0,0.045,1.0,4.0,3,1,-1.7861,0.506
1770020347.5007157,-4.0993,-0.0405,-0.0154,0.522,0.2715,-0.2847,0.228,-3.88,-0.1083,0.2203,-0.0645,6.0,0.045,1.0,4.0,3,1,-1.7164,0.522
1770020347.520853,-4.0993,-0.0404,-0.0171,0.538,0.2717,-0.2708,0.235,-3.87,-0.1083,0.2305,-0.064,6.0,0.045,1.0,4.0,3,1,-1.5635,0.538
1770020347.5404582,-4.0993,-0.0405,-0.0155,0.554,0.2713,-0.2606,0.242,-3.86,-0.1083,0.2403,-0.0641,6.0,0.045,1.0,4.0,3,1,-1.4404,0.554
1770020347.5604665,-4.0993,-0.0406,-0.0143,0.57,0.271,-0.251,0.249,-3.85,-0.1083,0.2502,-0.0642,6.0,0.045,1.0,4.0,3,1,-1.3251,0.57
1770020347.5803335,-4.0993,-0.0406,-0.0143,0.586,0.271,-0.251,0.256,-3.85,-0.1083,0.2502,-0.0642,6.0,0.045,1.0,4.0,3,1,-1.2803,0.586
1770020347.6012414,-4.0993,-0.0405,-0.0146,0.602,0.2712,-0.2412,0.264,-3.84,-0.1083,0.2602,-0.064,6.0,0.045,1.0,4.0,3,1,-1.1766,0.602
1770020347.6204257,-4.0993,-0.0405,-0.0146,0.618,0.2712,-0.2321,0.271,-3.83,-0.1083,0.2702,-0.0639,6.0,0.045,1.0,4.0,3,1,-1.0838,0.618
1770020347.640589,-4.0993,-0.0405,-0.015,0.634,0.2714,-0.2233,0.278,-3.82,-0.1083,0.2803,-0.0637,6.0,0.045,1.0,4.0,3,1,-0.9944,0.634
1770020347.661717,-4.0993,-0.0405,-0.0156,0.651,0.2713,-0.2226,0.285,-3.82,-0.1083,0.2803,-0.0635,6.0,0.045,1.0,4.0,3,1,-0.9628,0.651
1770020347.6805024,-4.0993,-0.0405,-0.0156,0.666,0.2713,-0.2147,0.293,-3.81,-0.1083,0.2903,-0.0633,6.0,0.045,1.0,4.0,3,1,-0.8916,0.666
1770020347.7003484,-4.0993,-0.0406,-0.015,0.682,0.2709,-0.2075,0.3,-3.8,-0.1083,0.3003,-0.0632,6.0,0.045,1.0,4.0,3,1,-0.8263,0.682
1770020347.7201786,-4.0993,-0.0406,-0.015,0.698,0.2709,-0.2075,0.307,-3.8,-0.1083,0.3003,-0.0632,6.0,0.045,1.0,4.0,3,1,-0.8118,0.698
1770020347.7405345,-4.0993,-0.0406,-0.015,0.714,0.2709,-0.2005,0.314,-3.79,-0.1083,0.3103,-0.0631,6.0,0.045,1.0,4.0,3,1,-0.7558,0.714
1770020347.7626572,-4.0994,-0.0406,-0.0156,0.732,0.271,-0.1934,0.321,-3.78,-0.1083,0.3204,-0.0628,6.0,0.045,1.0,4.0,3,1,-0.6988,0.732
1770020347.7807264,-4.0994,-0.0406,-0.0156,0.746,0.271,-0.1873,0.329,-3.77,-0.1083,0.3304,-0.0626,6.0,0.045,1.0,4.0,3,1,-0.6507,0.746
1770020347.8022215,-4.0992,-0.0405,-0.0148,0.763,0.2713,-0.1883,0.336,-3.77,-0.1083,0.3302,-0.0629,6.0,0.045,1.0,4.0,3,1,-0.6519,0.763
1770020347.820647,-4.0993,-0.0405,-0.0151,0.778,0.2712,-0.1822,0.343,-3.76,-0.1083,0.3403,-0.0627,6.0,0.045,1.0,4.0,3,1,-0.6101,0.778
1770020347.8431258,-4.0992,-0.0405,-0.0145,0.796,0.2712,-0.1772,0.35,-3.75,-0.1083,0.3501,-0.0627,6.0,0.045,1.0,4.0,3,1,-0.5757,0.796
