timestamp,x,y,yaw,v_current,cte,yaw_err,look_ahead_dist,target_x,target_y,target_local_x,target_local_y,kp,ki,kd,k_cte,mode_idx,in_slow_zone,steer_cmd,accel_cmd
1770453631.7557433,-4.2375,-0.0651,0.0082,0.169,0.0,-0.1629,0.068,-3.96,-0.1083,0.2772,-0.0456,6.0,0.045,1.0,4.0,3,1,-1.1308,0.169
1770453631.7701268,-4.2375,-0.0651,0.0076,0.18,0.1734,-0.5774,0.076,-4.17,-0.1083,0.0672,-0.0438,6.0,0.045,1.0,4.0,3,1,-2.0,0.18
1770453631.7952447,-4.2375,-0.0651,0.0078,0.2,0.1733,-0.5166,0.081,-4.16,-0.1083,0.0772,-0.0439,6.0,0.045,1.0,4.0,3,1,-2.0,0.2
1770453631.8115993,-4.2375,-0.0651,0.0079,0.214,0.1732,-0.4668,0.09,-4.15,-0.1083,0.0872,-0.0439,6.0,0.045,1.0,4.0,3,1,-2.0,0.214
1770453631.8381853,-4.2387,-0.0652,0.0098,0.235,0.1727,-0.4626,0.096,-4.15,-0.1083,0.0883,-0.044,6.0,0.045,1.0,4.0,3,1,-2.0,0.235
1770453631.8520563,-4.241,-0.065,0.009,0.246,0.1733,-0.414,0.106,-4.14,-0.1083,0.1006,-0.0442,6.0,0.045,1.0,4.0,3,1,-2.0,0.246
1770453631.8737938,-4.2483,-0.0651,0.0131,0.263,0.1731,-0.3929,0.111,-4.14,-0.1083,0.1078,-0.0447,6.0,0.045,1.0,4.0,3,1,-2.0,0.263
1770453631.891033,-4.2483,-0.0651,0.0131,0.277,0.1731,-0.3635,0.119,-4.13,-0.1083,0.1178,-0.0448,6.0,0.045,1.0,4.0,3,1,-2.0,0.277
1770453631.9145868,-4.2584,-0.0655,0.0199,0.296,0.1715,-0.3672,0.125,-4.14,-0.1083,0.1175,-0.0452,6.0,0.045,1.0,4.0,3,1,-2.0,0.296
1770453631.9319317,-4.2635,-0.0657,0.0247,0.31,0.1712,-0.334,0.133,-4.13,-0.1083,0.1324,-0.0459,6.0,0.045,1.0,4.0,3,1,-2.0,0.31
1770453631.951538,-4.2704,-0.0657,0.0369,0.326,0.1706,-0.3319,0.139,-4.13,-0.1083,0.1387,-0.0478,6.0,0.045,1.0,4.0,3,1,-2.0,0.326
1770453631.9707193,-4.2741,-0.0654,0.0448,0.341,0.1724,-0.3341,0.146,-4.13,-0.1083,0.1421,-0.0493,6.0,0.045,1.0,4.0,3,1,-2.0,0.341
