timestamp,x,y,yaw,v_current,cte,yaw_err,look_ahead_dist,target_x,target_y,target_local_x,target_local_y,kp,ki,kd,k_cte,mode_idx,in_slow_zone,steer_cmd,accel_cmd
1770453631.7541013,-5.0255,1.3799,1.5645,0.168,-0.099,0.4841,0.068,-5.0583,1.4433,0.0632,0.0332,6.0,0.045,1.0,3.0,2,0,2.0,0.168
1770453631.7717714,-5.0254,1.3799,1.5644,0.182,-0.0992,0.4275,0.076,-5.0583,1.4533,0.0732,0.0333,6.0,0.045,1.0,3.0,2,0,2.0,0.182
1770453631.7932851,-5.0255,1.3799,1.5644,0.199,-0.0991,0.3818,0.082,-5.0583,1.4633,0.0832,0.0334,6.0,0.045,1.0,3.0,2,0,2.0,0.199
1770453631.8118205,-5.0255,1.38,1.5646,0.214,-0.0991,0.3447,0.09,-5.0583,1.4733,0.0932,0.0334,6.0,0.045,1.0,3.0,2,0,2.0,0.214
1770453631.8360057,-5.0253,1.3786,1.5649,0.233,-0.1001,0.3414,0.096,-5.0583,1.4733,0.0945,0.0336,6.0,0.045,1.0,3.0,2,0,2.0,0.233
1770453631.8517487,-5.0252,1.3765,1.565,0.246,-0.0999,0.3067,0.105,-5.0583,1.4833,0.1066,0.0338,6.0,0.045,1.0,3.0,2,0,2.0,0.246
1770453631.873663,-5.0252,1.3703,1.5665,0.264,-0.0999,0.2898,0.111,-5.0583,1.4833,0.1129,0.0337,6.0,0.045,1.0,3.0,2,0,2.0,0.264
1770453631.8911939,-5.0252,1.3703,1.5665,0.278,-0.0999,0.2677,0.119,-5.0583,1.4933,0.1229,0.0337,6.0,0.045,1.0,3.0,2,0,2.0,0.278
1770453631.9162238,-5.0251,1.3597,1.5598,0.298,-0.1002,0.2733,0.125,-5.0583,1.4833,0.1233,0.0346,6.0,0.045,1.0,3.0,2,0,2.0,0.298
1770453631.9321845,-5.0251,1.3597,1.5598,0.31,-0.1002,0.2545,0.134,-5.0583,1.4933,0.1333,0.0347,6.0,0.045,1.0,3.0,2,0,2.0,0.31
1770453631.951284,-5.0249,1.3552,1.5539,0.326,-0.1004,0.2541,0.14,-5.0583,1.4933,0.1376,0.0357,6.0,0.045,1.0,3.0,2,0,1.982,0.326
1770453631.9728258,-5.0248,1.3526,1.5492,0.343,-0.1006,0.2405,0.147,-5.0583,1.5033,0.15,0.0368,6.0,0.045,1.0,3.0,2,0,1.8267,0.343
1770453631.994024,-5.0248,1.3526,1.5492,0.36,-0.1006,0.2405,0.154,-5.0583,1.5033,0.15,0.0368,6.0,0.045,1.0,3.0,2,0,1.7642,0.36
