X,Y
nan,nan
0.948973206109953,-0.731806734509958
0.956132230440643,-0.738759646256458
0.963358610298628,-0.745642526850375
0.970651660655005,-0.75245472382502
0.978010690160802,-0.759195591414198
0.985435001212514,-0.765864490613425
0.992923890018233,-0.772460789240502
1.00047664666437,-0.778983861995445
1.00809255518294,-0.785433090519757
1.01577089361944,-0.791807863455051
1.02351093410129,-0.798107576500999
1.03131194290684,-0.80433163247262
1.03917318053488,-0.810479441356888
1.0470939017748,-0.816550420368667
1.0550733557772,-0.822543994005952
1.06311078612508,-0.828459594104424
1.07120543090552,-0.834296659891317
1.07935652278194,-0.840054638038563
1.08756328906682,-0.84573298271526
1.09582495179495,-0.851331155639402
1.10414072779719,-0.856848626128916
1.11250982877468,-0.862284871151961
1.12093146137361,-0.86763937537651
1.12940482726038,-0.872911631219206
1.13792912319733,-0.878101138893473
1.14650354111884,-0.883207406456898
1.15512726820796,-0.888229949857862
1.16379948697341,-0.893168292981425
1.17251937532717,-0.898021967694466
1.18128610666232,-0.902790513890051
1.19009884993142,-0.907473479531056
1.19895676972534,-0.912070420693015
1.20785902635239,-0.916580901606204
1.21680477591794,-0.921004494696946
1.22579317040443,-0.92534078062815
1.23482335775176,-0.929589348339054
1.24389448193804,-0.933749795084198
1.25300568306074,-0.937821726471602
1.26215609741823,-0.941804756500148
1.27134485759162,-0.945698507596176
1.28057109252704,-0.949502610649275
1.28983392761813,-0.953216705047271
1.29913248478903,-0.956840438710415
1.30846588257759,-0.960373468124756
1.3178332362189,-0.963815458374704
1.32723365772919,-0.967166083174781
1.33666625599001,-0.970425024900552
1.34613013683269,-0.973591974618728
1.35562440312313,-0.976666632116461
1.36514815484678,-0.979648705929795
1.37470048919405,-0.9825379133713
1.38428050064581,-0.985333980556867
1.39388728105927,-0.988036642431672
1.40351991975407,-0.990645642795303
1.4131775035986,-0.993160734326045
1.42285911709653,-0.995581678604326
1.43256384247368,-0.997908246135318
1.44229075976491,-1.00014021637069
1.45203894690141,-1.00227737772952
1.4618074797981,-1.00431952761835
1.47159543244117,-1.00626647245038
1.48140187697594,-1.00811802766385
1.49122588379476,-1.00987401773949
1.50106652162517,-1.01153427621719
1.51092285761814,-1.01309864571179
1.52079395743655,-1.01456697792796
1.53067888534371,-1.01593913367429
1.54057670429211,-1.01721498287647
1.55048647601221,-1.01839440458964
1.56040726110141,-1.01947728700983
1.57033811911309,-1.02046352748455
1.58027810864574,-1.02135303252258
1.59022628743227,-1.02214571780275
1.60018171242923,-1.02284150818201
1.6101434399063,-1.02344033770249
1.6201105255357,-1.02394214959781
1.63008202448171,-1.02434689629842
1.64005699149027,-1.0246545394361
1.65003448097855,-1.02486504984765
1.66001354712459,-1.02497840757762
1.66999324395699,-1.02499460188019
1.67997262544455,-1.02491363122021
1.68995074558596,-1.02473550327335
1.69992665849951,-1.02446023492534
1.70989941851268,-1.02408785227041
1.71986808025186,-1.02361839060879
1.72983169873194,-1.02305189444338
1.73978932944588,-1.02238841747551
1.74974002845425,-1.02162802259986
1.75968285247471,-1.02077078189852
1.76961685897146,-1.01981677663412
1.77954110624455,-1.01876609724214
1.78945465351914,-1.01761884332235
1.79935656103473,-1.01637512362936
1.8092458901342,-1.0150350560623
1.81912170335283,-1.01359876765366
1.82898306450712,-1.01206639455724
1.83882903878359,-1.01043808203525
1.84865869282733,-1.00871398444452
1.85847109483055,-1.00689426522189
1.86826531462086,-1.00497909686871
1.87804042374948,-1.00296866093448
1.88779549557921,-1.00086314799965
1.89752960537233,-0.998662757657551
1.9072418303782,-0.996367698495475
1.91693124992077,-0.993978188074895
1.92659694548585,-0.991494452910847
1.93623800080819,-0.98891672845046
1.9458535019583,-0.986245259050629
1.95544253742913,-0.98348029795486
1.96500419822246,-0.980622107269255
1.97453757793507,-0.977670957937671
1.98404177284464,-0.974627129716035
1.99351588199548,-0.971490911145823
2.00295900728385,-0.968262599526708
2.01237025354318,-0.964942500888376
2.02174872862888,-0.96153092996152
2.03109354350291,-0.958028210148
2.04040381231809,-0.954434673490189
2.04967865250205,-0.950750660639494
2.05891718484088,-0.946976520824069
2.06811853356252,-0.943112611815703
2.07728182641972,-0.93915929989591
2.08640619477278,-0.935116959821205
2.09549077367188,-0.930985974787578
2.10453470193905,-0.926766736394171
2.11353712224981,-0.922459644606155
2.12249718121447,-0.918065107716812
2.13141402945901,-0.913583542308838
2.14028682170557,-0.909015373214844
2.14911471685264,-0.904361033477092
2.15789687805472,-0.899620964306437
2.16663247280172,-0.894795615040508
2.17532067299783,-0.88988544310111
2.18396065504002,-0.884890913950862
2.19255159989614,-0.879812501049076
2.20109269318256,-0.874650685806871
2.20958312524135,-0.869405957541541
2.21802209121703,-0.864078813430169
2.22640879113289,-0.858669758462494
2.23474242996681,-0.853179305393046
2.24302221772662,-0.847607974692532
2.251247369525,-0.841956294498504
2.25941710565389,-0.83622480056529
2.26753065165835,-0.830414036213208
2.27558723841007,-0.824524552277063
2.28358610218018,-0.818556907053927
2.29152648471172,-0.812511666250218
2.29940763329148,-0.806389402928072
2.30722880082139,-0.800190697451022
2.31498924588928,-0.793916137428975
2.32268823283923,-0.787566317662519
2.33032503184127,-0.781141840086529
2.33789891896058,-0.774643313713115
2.3454091762261,-0.768071354573883
2.3528550916986,-0.761426585661542
2.36023595953817,-0.754709636870845
2.36755108007113,-0.747921144938881
2.37479975985634,-0.741061753384711
2.38198131175098,-0.734132112448368
